user_id,day_type,is_weekday,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,work_intensity_ratio,meeting_burden,break_adequacy,screen_time_per_meeting,workload_pressure,high_workload_flag,sleep_deficit,recovery_index,fatigue_risk,health_risk_score,poor_recovery_flag,task_efficiency,work_hours_productivity,work_life_balance_score,burnout_score,burnout_score_normalized,burnout_risk,high_burnout_risk_flag,medium_high_burnout_risk_flag,after_hours_work_hours_est
135,Weekday,1,7.85,9.42,1,2,1,7.02,94.4,1.18,0.13,0.25,8.56,9.1,0,0.98,-0.4,-1.11,4.9,0,11.87,4499.73,25.25,12.16,6.83,Low,0,0,0.78
135,Weekday,1,9.41,11.38,3,1,0,7.98,84.5,1.2,0.32,0.11,3.67,10.16,1,0.02,-2.4,-0.59,0.1,0,8.89,3149.03,34.21,20.39,12.65,Low,0,0,0
135,Weekend,0,4.35,6.24,0,4,0,7.13,81.1,1.4,0,0.9,62.4,4.35,0,0.87,4.89,-4.46,4.35,0,18.22,5758.1,84.07,21.81,13.65,Low,0,0,0
135,Weekday,1,7.44,10.73,3,4,1,7.26,85.5,1.42,0.4,0.53,3.46,9.19,1,0.74,0.53,-0.16,3.7,0,11.34,4309.2,52.69,23.82,15.08,Low,0,0,0.74
135,Weekday,1,9.85,12.9,2,1,0,7.14,84.4,1.3,0.2,0.1,6.14,10.35,0,0.86,-4.76,2.19,26.2,0,8.48,2897.73,26.15,28.98,18.72,Low,0,0,0
135,Weekend,0,5.44,7.31,1,4,0,6.1,82.3,1.32,0.18,0.72,6.65,5.69,0,1.9,2.79,-1.84,9.5,0,14.86,5245.25,71.99,31.09,20.22,Low,0,0,0
135,Weekday,1,7.24,10.32,4,1,0,5.95,73.3,1.41,0.54,0.14,2.52,8.24,1,2.05,-3.37,1.39,24.2,1,9.99,3792.05,27.66,38.79,25.66,Low,0,0,0
135,Weekend,0,4.31,7.46,2,3,0,5.73,71.8,1.69,0.45,0.68,3.55,4.81,0,2.27,1.27,-1.14,11.35,0,16.28,5116.95,61.74,40.87,27.13,Low,0,0,0
135,Weekend,0,6.31,8.4,0,2,1,9.1,70.4,1.31,0,0.31,84,7.31,0,-1.1,2.7,-5.25,0,0,10.98,4078.51,47.01,43.27,28.83,Low,0,0,0.63
136,Weekend,0,4.45,7.24,1,3,0,8,93.9,1.59,0.22,0.66,6.58,4.7,0,0,3.76,-4.76,0,0,20.64,6604.3,78.2,7.38,3.45,Low,0,0,0
136,Weekend,0,5.31,7.42,0,2,1,7.81,92.3,1.37,0,0.37,74.2,6.31,0,0.19,2.39,-4.3,0.95,0,17.06,5962.58,41.33,11.81,6.58,Low,0,0,0.53
136,Weekday,1,9.24,11.93,2,3,0,7.27,76.3,1.28,0.21,0.32,5.68,9.74,0,0.73,-1.66,1.03,13.9,0,8.17,2929.92,53.57,27.1,17.39,Low,0,0,0
136,Weekend,0,4.13,7.82,0,2,1,7.14,77.9,1.85,0,0.47,78.2,5.13,0,0.86,1.32,-2.89,4.3,0,18.42,5645.15,41.03,29.82,19.32,Low,0,0,0.41
136,Weekday,1,8.98,12.79,4,4,1,7.46,65.6,1.41,0.44,0.44,3.12,10.98,1,0.54,-1.33,1.6,18.7,0,7.22,2632.75,48.03,46.35,31.01,Low,0,0,0.9
136,Weekend,0,4.28,7.27,1,5,1,7.4,60.3,1.66,0.23,1.14,6.61,5.53,0,0.6,5.13,-3.83,3,0,13.77,4309.44,78.38,50.88,34.21,Low,0,0,0.43
136,Weekday,1,7.76,11.56,2,4,0,6.39,71.6,1.47,0.25,0.51,5.5,8.26,0,1.61,-1.17,1.98,27.8,0,9.11,3455.89,64.88,53.85,36.31,Low,0,0,0
136,Weekday,1,9.61,11.52,5,2,0,6.9,54.2,1.19,0.51,0.21,2.26,10.86,1,1.1,-2.62,1.17,17.2,0,5.58,1947.59,37.31,72.57,49.55,Medium,0,1,0
136,Weekend,0,3,6.92,2,5,1,6.75,64.4,2.23,0.65,1.61,3.3,4.5,0,1.25,4.83,-3.2,6.25,0,20.77,5152,78.62,70.7,48.23,Medium,0,1,0.3
136,Weekend,0,4.67,6.37,0,4,0,8.55,57,1.34,0,0.84,63.7,4.67,0,-0.55,6.18,-6.46,0,0,11.95,3925.4,93.44,73.12,49.94,Medium,0,1,0
137,Weekend,0,3.12,6.92,2,1,0,7.33,107.2,2.15,0.62,0.31,3.3,3.62,0,0.67,1.41,-4.08,3.35,0,33.29,8490.24,54.49,2.5,0,Low,0,0,0
137,Weekend,0,5.51,7.79,3,1,0,7.51,84.7,1.39,0.53,0.18,2.51,6.26,0,0.49,0.72,-3.48,2.45,0,15.1,5358.69,46.28,15.59,9.26,Low,0,0,0
137,Weekday,1,8.15,11.75,3,2,0,7.38,87,1.42,0.36,0.24,3.79,8.9,1,0.62,-2.37,0.68,9.9,0,10.55,3973,46.75,21.89,13.71,Low,0,0,0
137,Weekend,0,3.28,5.59,0,5,0,8.06,81.9,1.65,0,1.48,55.9,3.28,0,-0.06,7.47,-6.5,0,0,24.23,6399.12,100,22.08,13.85,Low,0,0,0
137,Weekday,1,7.87,10.96,3,5,0,6.65,79.7,1.38,0.38,0.63,3.54,8.62,1,1.35,0.69,0.98,16.6,0,10,3788.41,78.4,29,18.74,Low,0,0,0
137,Weekend,0,5.55,7.67,0,2,0,8.56,77,1.36,0,0.35,76.7,5.55,0,-0.56,2.89,-5.17,0,0,13.63,4851,66,31.54,20.53,Low,0,0,0
137,Weekday,1,9.4,11.98,5,1,0,7.93,75.7,1.26,0.53,0.11,2.35,10.65,1,0.07,-3.05,0.09,1.2,0,7.97,2826.13,33.87,41.46,27.55,Low,0,0,0
137,Weekend,0,3.51,5.97,1,1,1,9.57,74.1,1.65,0.28,0.28,5.43,4.76,0,-1.57,4.6,-8.39,0,0,20.53,5676.06,49.74,43.26,28.82,Low,0,0,0.35
137,Weekend,0,7.83,10.1,1,2,0,8.18,80,1.27,0.13,0.25,9.18,8.08,0,-0.18,0.08,-2.17,0,0,10.09,3824,54.03,45.69,30.54,Low,0,0,0
137,Weekday,1,8.2,11.75,7,5,1,8.59,57.2,1.42,0.84,0.6,1.65,10.95,1,-0.59,1.84,-1.13,0,0,6.89,2593.07,71.62,64.02,43.5,Low,0,0,0.82
138,Weekday,1,9.47,12.79,6,2,0,7.12,84.3,1.34,0.63,0.21,2.1,10.97,1,0.88,-3.67,2.11,25.5,0,8.81,3107.86,39.52,22.36,14.04,Low,0,0,0
138,Weekday,1,8.1,10.46,3,3,0,9.42,84.5,1.28,0.37,0.37,3.37,8.85,1,-1.42,1.96,-3.67,0,0,10.3,3887,74.25,25.8,16.48,Low,0,0,0
138,Weekday,1,8.03,11.5,3,1,1,8.07,80.1,1.41,0.37,0.12,3.71,9.78,1,-0.07,-2.43,-0.61,0,0,9.85,3721.98,20.41,33.3,21.78,Low,0,0,0.8
138,Weekend,0,3,5.84,1,4,0,7.81,76.6,1.88,0.32,1.29,5.31,3.25,0,0.19,5.97,-5.88,0.95,0,24.71,6128,94.57,34.1,22.34,Low,0,0,0
138,Weekend,0,3.88,6.38,1,5,1,7.75,77.2,1.6,0.25,1.26,5.8,5.13,0,0.25,6.37,-5.24,1.25,0,19.4,5723.09,82.6,34.59,22.69,Low,0,0,0.39
138,Weekend,0,5.86,9.16,0,2,0,6.75,81.6,1.54,0,0.34,91.6,5.86,0,1.25,-0.41,-0.96,6.25,0,13.69,4972.16,51.18,35.02,23,Low,0,0,0
138,Weekend,0,5.73,9.33,1,1,0,5.34,73.6,1.6,0.17,0.17,8.48,5.98,0,2.66,-2.99,1.32,26.5,1,12.62,4548.48,29.13,41.53,27.6,Low,0,0,0
138,Weekend,0,5.7,9.45,1,2,0,6.26,67.7,1.63,0.17,0.34,8.59,5.95,0,1.74,-1.19,0.06,9.3,0,11.67,4197.4,48.15,46.63,31.2,Low,0,0,0
138,Weekday,1,7.83,10.43,1,1,0,5.13,66.1,1.32,0.13,0.13,9.48,8.08,0,2.87,-4.3,2.73,41.7,1,8.34,3159.58,19.16,51.97,34.98,Low,0,0,0
138,Weekend,0,6.36,9.21,0,2,0,7.47,64.1,1.43,0,0.31,92.1,6.36,0,0.53,0.26,-1.99,2.65,0,9.92,3692.16,54.59,54.98,37.11,Low,0,0,0
139,Weekend,0,5.86,9.21,0,1,1,7.29,85.7,1.55,0,0.17,92.1,6.86,0,0.71,-0.92,-1.72,3.55,0,14.38,5221.99,23.23,21.77,13.63,Low,0,0,0.59
139,Weekday,1,7.78,10.57,2,4,0,7.44,79.4,1.34,0.25,0.51,5.03,8.28,0,0.56,0.87,-0.59,2.8,0,10.08,3821.79,72.68,31.75,20.68,Low,0,0,0
139,Weekday,1,10.02,12.41,5,1,0,6.66,66.8,1.23,0.49,0.1,2.43,11.27,1,1.34,-4.75,2.42,30.9,0,6.6,2217.76,21.87,52.19,35.14,Low,0,0,0
139,Weekend,0,3.23,5.37,1,5,0,7.83,69.3,1.61,0.3,1.5,4.88,3.48,0,0.17,7.46,-6.38,0.85,0,20.81,5437.74,100,49.35,33.13,Low,0,0,0
139,Weekday,1,9.29,11.83,1,1,0,7.67,62.8,1.26,0.11,0.11,10.75,9.54,0,0.33,-3.16,0.33,4.9,0,6.69,2390.59,32.37,62.26,42.26,Low,0,0,0
139,Weekday,1,10.56,14.48,7,3,0,6.51,40,1.36,0.66,0.28,2.04,12.31,1,1.49,-4.97,4.72,54.6,0,3.75,1184,42.58,89.13,61.26,Medium,0,1,0
139,Weekend,0,3.64,6.77,0,3,1,6.59,40,1.81,0,0.8,67.7,4.64,0,1.41,2.82,-3.12,7.05,0,10.7,3029.33,50.86,91.88,63.2,Medium,0,1,0.36
139,Weekend,0,3.14,6.19,1,1,1,7.24,40,1.91,0.31,0.31,5.63,4.39,0,0.76,2.05,-4.67,3.8,0,12.35,3162.67,33.74,95.12,65.49,Medium,0,1,0.31
139,Weekend,0,5.57,7.72,1,4,1,7.13,40,1.36,0.18,0.71,7.02,6.82,0,0.87,3.41,-2.98,4.35,0,7.05,2514.67,59.19,100.27,69.13,Medium,0,1,0.56
139,Weekend,0,3.25,6.94,0,3,0,5.13,40,2.07,0,0.9,69.4,3.25,0,2.87,1.19,-0.75,14.35,0,11.94,3133.33,61.47,101.72,70.16,Medium,0,1,0
140,Weekend,0,4.92,8.21,2,2,0,5.6,88.5,1.64,0.4,0.4,3.91,5.42,0,2.4,-0.61,-0.19,12,1,17.63,5947.2,46.32,19.71,12.17,Low,0,0,0
140,Weekday,1,6.87,9.52,5,5,1,5.56,85,1.37,0.72,0.72,1.87,9.12,1,2.44,1.04,1.18,24,0,12.2,4607,54.22,32.52,21.23,Low,0,0,0.69
140,Weekday,1,6.5,9.36,2,2,1,6.85,71.3,1.42,0.3,0.3,4.46,8,0,1.15,-0.51,-0.91,5.75,0,10.8,4040.33,29.38,47.08,31.52,Low,0,0,0.65
140,Weekend,0,3.88,5.74,1,5,0,6.64,75.1,1.44,0.25,1.26,5.22,4.13,0,1.36,5.9,-4.22,6.8,0,18.87,5567.41,94.28,45.6,30.48,Low,0,0,0
140,Weekday,1,6.05,8.89,1,3,0,6.74,67.3,1.45,0.16,0.49,8.08,6.3,0,1.26,0.85,-1.22,6.3,0,10.94,4015.57,62.35,53.69,36.2,Low,0,0,0
140,Weekend,0,5.75,9.04,1,1,1,6.44,55.1,1.55,0.17,0.17,8.22,7,0,1.56,-1.6,-0.62,7.8,0,9.42,3397.83,17.3,66.77,45.45,Low,0,0,0.58
140,Weekend,0,4.19,6.36,2,2,0,5.49,53.5,1.48,0.47,0.47,3.03,4.69,0,2.51,1.13,-1.87,12.55,0,12.47,3855.57,48.42,71.42,48.73,Medium,0,1,0
140,Weekday,1,10.78,13.93,4,5,0,6.89,42.7,1.28,0.37,0.46,3.4,11.78,1,1.11,-2.04,3.6,41.5,0,3.92,1201.29,68.56,89.68,61.65,Medium,0,1,0
140,Weekend,0,4.47,8.45,1,3,0,8.81,42.4,1.85,0.22,0.66,7.68,4.72,0,-0.81,3.36,-4.77,0,0,9.28,2976.48,84.2,91.23,62.74,Medium,0,1,0
140,Weekday,1,9.65,12.52,2,5,0,6.64,40,1.28,0.21,0.51,5.96,10.15,0,1.36,-0.88,2.56,32.4,0,4.1,1426.67,71.2,102.76,70.9,Medium,0,1,0
141,Weekend,0,3.4,5.98,0,5,1,4.5,96.6,1.71,0,1.43,59.8,4.4,0,3.5,3.52,-0.77,17.5,0,27.6,7470.4,60.15,10.19,5.44,Low,0,0,0.34
141,Weekday,1,7.33,9.75,3,1,0,7.88,86.7,1.31,0.4,0.13,3.15,8.08,1,0.12,-0.87,-2.07,0.6,0,11.67,4433.26,41.78,20.68,12.86,Low,0,0,0
141,Weekend,0,3.99,7.97,0,1,0,7.36,83,1.95,0,0.24,79.7,3.99,0,0.64,0.39,-3.07,3.2,0,20.29,6092.2,51.24,23.75,15.03,Low,0,0,0
141,Weekend,0,7.1,8.68,0,4,0,5.94,82.3,1.21,0,0.56,86.8,7.1,0,2.06,1.26,-0.23,10.3,0,11.43,4334.47,64.15,28.03,18.05,Low,0,0,0
141,Weekend,0,6.23,8.23,1,5,0,7.9,75.9,1.3,0.16,0.79,7.48,6.48,0,0.1,4.67,-3.62,0.5,0,11.99,4437.62,94.33,32.78,21.41,Low,0,0,0
141,Weekday,1,8.29,9.97,1,4,1,7.38,76.1,1.19,0.12,0.48,9.06,9.54,0,0.62,1.41,-1.1,3.1,0,9.07,3404.21,50.19,39.57,26.21,Low,0,0,0.83
141,Weekend,0,3,4.63,3,1,1,6.23,69.3,1.49,0.97,0.32,1.49,4.75,0,1.77,2.6,-4.72,8.85,0,22.35,5544,26.72,45.88,30.67,Low,0,0,0.3
141,Weekday,1,9.27,13.26,3,1,0,5.95,55.5,1.42,0.32,0.11,4.28,10.02,1,2.05,-6.31,4.33,53.6,1,5.92,2120.1,19.55,62.09,42.14,Low,0,0,0
141,Weekday,1,9.06,11.56,2,5,0,7.29,57.4,1.26,0.22,0.55,5.5,9.56,0,0.71,0.73,0.62,9.8,0,6.27,2273.04,78.44,68.13,46.41,Low,0,0,0
141,Weekend,0,3.03,5.59,1,4,1,6.69,57.1,1.79,0.32,1.28,5.08,4.28,0,1.31,5.1,-4.44,6.55,0,18.24,4556.58,66.06,69.49,47.37,Low,0,0,0.3
142,Weekend,0,6.36,10.15,2,1,1,5.72,87,1.57,0.31,0.15,4.83,7.86,0,2.28,-3.43,1.57,27.1,1,13.47,5011.2,9.46,18.87,11.58,Low,0,0,0.64
142,Weekend,0,4.89,6.99,0,3,1,7.67,89.4,1.4,0,0.6,69.9,5.89,0,0.33,3.68,-4.51,1.65,0,17.92,6025.56,53.96,19.47,12,Low,0,0,0.49
142,Weekday,1,7.94,11.74,1,2,1,5.76,80,1.46,0.12,0.25,10.67,9.19,0,2.24,-3.98,3.1,42.2,1,9.95,3765.33,15.44,28.77,18.58,Low,0,0,0.79
142,Weekday,1,10.96,14.92,5,4,1,7.57,69.2,1.35,0.45,0.36,2.93,13.21,1,0.43,-3.35,3.56,37.8,0,6.26,1863.79,40.94,41.22,27.38,Low,0,0,1.1
142,Weekday,1,9.39,10.94,7,2,0,6.83,69.7,1.15,0.74,0.21,1.54,11.14,1,1.17,-2.11,0.69,12.8,0,7.34,2606.78,37.66,47.92,32.12,Low,0,0,0
142,Weekday,1,8.99,12.37,4,2,1,8.73,63.7,1.36,0.44,0.22,3.02,10.99,1,-0.73,-1.64,-0.73,0,0,7.01,2552.25,33.52,56.55,38.22,Low,0,0,0.9
142,Weekday,1,9.39,12.39,0,3,0,7.59,55.6,1.31,0,0.32,123.9,9.39,0,0.41,-1.8,1.01,12.1,0,5.86,2079.44,55.36,63.93,43.44,Low,0,0,0
142,Weekday,1,7.54,9.96,4,1,1,6.64,51.5,1.3,0.52,0.13,2.43,9.54,1,1.36,-2.32,0,6.8,0,6.74,2561.27,11.64,71.49,48.78,Medium,0,1,0.75
142,Weekend,0,5.52,9.33,0,1,1,7.06,53.4,1.66,0,0.18,93.3,6.52,0,0.94,-1.27,-1.26,4.7,0,9.5,3374.88,22.87,73.9,50.49,Medium,0,1,0.55
142,Weekend,0,5.53,7.64,0,2,1,7.09,50.6,1.36,0,0.36,76.4,6.53,0,0.91,1.45,-3,4.55,0,8.99,3194.55,35.05,77.47,53.01,Medium,0,1,0.55
143,Weekday,1,7.04,10.66,1,1,1,5.79,85,1.49,0.14,0.14,9.69,8.29,0,2.21,-3.87,1.97,30.8,1,11.9,4510.67,7.26,19.66,12.13,Low,0,0,0.7
143,Weekday,1,10.14,13.44,1,1,1,6.53,73.1,1.31,0.1,0.1,12.22,11.39,0,1.47,-5.91,3.64,43.8,0,7.14,2368.44,0.41,36.45,24.01,Low,0,0,1.01
143,Weekday,1,8.22,10.64,4,4,0,6.84,65.4,1.28,0.48,0.48,2.6,9.22,1,1.16,0.2,0.38,9.6,0,7.86,2956.08,66.42,47.51,31.83,Low,0,0,0
143,Weekday,1,7.87,10.35,3,4,0,5.87,70.3,1.3,0.38,0.5,3.34,8.62,1,2.13,-0.48,1.54,26.1,1,8.82,3341.59,60.54,53.07,35.76,Low,0,0,0
143,Weekend,0,4.95,8.53,0,2,0,7.31,59.3,1.69,0,0.4,85.3,4.95,0,0.69,0.78,-2.44,3.45,0,11.74,3973.1,59.02,59.79,40.51,Low,0,0,0
143,Weekday,1,9.09,12.98,4,1,0,6.33,50.8,1.41,0.44,0.11,3.17,10.09,1,1.67,-5.65,3.48,43.2,0,5.53,2001.52,23.12,74.45,50.88,Medium,0,1,0
143,Weekend,0,4.23,6.01,0,4,0,6.81,46.9,1.39,0,0.92,60.1,4.23,0,1.19,4.8,-4.2,5.95,0,10.83,3367.42,82.15,76.12,52.06,Medium,0,1,0
143,Weekday,1,6.15,8.98,2,3,0,7.94,54.8,1.44,0.32,0.48,4.28,6.65,0,0.06,1.96,-2.93,0.3,0,8.77,3233.2,70.95,76.94,52.64,Medium,0,1,0
143,Weekend,0,3.64,5.3,1,2,0,6.44,52.4,1.42,0.27,0.53,4.82,3.89,0,1.56,3.14,-4.36,7.8,0,14.01,3968.43,57.74,78.92,54.04,Medium,0,1,0
143,Weekday,1,7.47,10.75,5,3,0,7.68,40,1.42,0.66,0.4,2.11,8.72,1,0.32,-0.07,-0.77,1.6,0,5.28,2008,63.72,91.8,63.15,Medium,0,1,0
144,Weekday,1,9.91,11.92,4,5,0,7.41,87.4,1.19,0.4,0.5,2.91,10.91,1,0.59,0.49,0.8,11,0,8.73,2965.77,75.94,16.18,9.67,Low,0,0,0
144,Weekday,1,10.47,12.08,2,3,1,6.4,81.2,1.14,0.19,0.28,5.75,11.97,0,1.6,-2.68,2.48,32.8,0,7.68,2452.24,22.12,27.92,17.97,Low,0,0,1.05
144,Weekday,1,9.13,11.5,2,1,0,7.32,72.7,1.25,0.22,0.11,5.48,9.63,0,0.68,-3.18,0.52,8.6,0,7.88,2844.99,30.38,38.36,25.36,Low,0,0,0
144,Weekday,1,9.36,13.22,3,3,1,7.54,70.4,1.4,0.32,0.32,4.26,11.11,1,0.46,-2.68,1.91,21.4,0,7.44,2647.04,35.11,48.09,32.24,Low,0,0,0.94
144,Weekend,0,3.25,5.04,1,1,0,7.01,72.8,1.5,0.3,0.3,4.58,3.5,0,0.99,2.97,-5.48,4.95,0,21.73,5702.67,51.57,47.67,31.94,Low,0,0,0
144,Weekday,1,9.16,11.25,3,3,0,6.07,67,1.21,0.32,0.32,3.63,9.91,1,1.93,-2.18,2.14,31.1,0,7.24,2608.53,44.89,57.39,38.81,Low,0,0,0
144,Weekday,1,8.12,10.52,4,3,0,5.94,55.1,1.28,0.49,0.36,2.57,9.12,1,2.06,-1.58,1.61,26.4,1,6.7,2527.25,48.07,69.23,47.19,Low,0,0,0
144,Weekday,1,9.93,11.7,2,5,1,7.6,50.5,1.17,0.2,0.5,5.57,11.43,0,0.4,0.9,0.3,5,0,5.03,1706.9,57.28,78.55,53.78,Medium,0,1,0.99
144,Weekend,0,6.29,9.27,1,3,0,6.52,50.3,1.45,0.16,0.47,8.43,6.54,0,1.48,0.25,-0.51,7.4,0,7.87,2920.75,59.74,82.2,56.36,Medium,0,1,0
144,Weekend,0,5.79,7.83,3,3,0,6.63,48.2,1.33,0.51,0.51,2.53,6.54,0,1.37,1.8,-2.12,6.85,0,8.18,2959.48,62.56,86.77,59.59,Medium,0,1,0
145,Weekend,0,5.28,7.65,1,5,0,7.98,95.3,1.42,0.19,0.93,6.95,5.53,0,0.02,5.33,-4.32,0.1,0,17.71,6175.44,98.73,10.29,5.51,Low,0,0,0
145,Weekend,0,3.89,7.04,1,1,1,6.41,91,1.76,0.25,0.25,6.4,5.14,0,1.59,0.37,-2.58,7.95,0,22.81,6740.07,24.52,15.73,9.36,Low,0,0,0.39
145,Weekend,0,3,4.98,2,4,0,4.5,80.5,1.61,0.65,1.29,2.37,3.5,0,3.5,3.52,-1.77,17.5,0,25.97,6440,69.75,21.14,13.18,Low,0,0,0
145,Weekend,0,3.93,7.81,1,1,0,6.56,98.3,1.94,0.25,0.25,7.1,4.18,0,1.44,-0.25,-2.03,7.2,0,24.39,7254.54,45.48,16.45,9.86,Low,0,0,0
145,Weekday,1,7.82,9.65,1,1,0,8.62,72.4,1.22,0.13,0.13,8.77,8.07,0,-0.62,-0.03,-3.28,0,0,9.14,3465.55,45.37,31.76,20.69,Low,0,0,0
145,Weekend,0,6.59,10.17,2,3,1,5.49,70.2,1.52,0.3,0.45,4.84,8.09,0,2.51,-1.68,1.94,31.9,1,10.49,3935.88,30.82,39.97,26.5,Low,0,0,0.66
145,Weekend,0,4.58,6.88,1,4,0,7.53,72.2,1.47,0.21,0.85,6.25,4.83,0,0.47,4.65,-4.42,2.35,0,15.43,5015.49,86.16,40.01,26.52,Low,0,0,0
145,Weekday,1,10.88,12.82,4,3,0,9.73,70.7,1.17,0.36,0.27,3.13,11.88,1,-1.73,-0.09,-1.78,0,0,6.44,1941.89,65.46,49.42,33.18,Low,0,0,0
145,Weekday,1,8.94,11.46,5,1,0,7.76,62.4,1.27,0.55,0.11,2.25,10.19,1,0.24,-2.7,-0.18,1.2,0,6.9,2520.96,34.44,62.01,42.08,Low,0,0,0
145,Weekday,1,8.5,11.88,5,2,0,8.33,53.2,1.38,0.58,0.23,2.33,9.75,1,-0.33,-1.55,-0.62,0,0,6.19,2305.33,52.47,74.09,50.62,Medium,0,1,0
146,Weekend,0,5.58,7.33,1,5,1,7.93,92.3,1.29,0.18,0.88,6.66,6.83,0,0.07,5.6,-4.56,0.35,0,16.25,5796.44,77.16,16.19,9.68,Low,0,0,0.56
146,Weekday,1,8.41,10.65,2,1,1,7.04,74.5,1.25,0.24,0.12,5.07,9.91,0,0.96,-2.61,0.09,5.7,0,8.75,3273.03,11.16,33.11,21.64,Low,0,0,0.84
146,Weekday,1,8.12,11.28,4,5,0,6.2,69.7,1.37,0.49,0.61,2.75,9.12,1,1.8,-0.08,1.98,28.8,0,8.48,3196.91,74.02,43.21,28.79,Low,0,0,0
146,Weekend,0,5.13,8.19,1,3,0,5.27,74.1,1.57,0.19,0.57,7.45,5.38,0,2.73,0.08,0.29,16.5,0,14.17,4875.78,55.01,45.29,30.26,Low,0,0,0
146,Weekday,1,9.66,11.53,3,4,1,8.23,63.3,1.18,0.31,0.41,3.72,11.41,1,-0.23,0.7,-0.82,0,0,6.49,2253.48,51.08,59.41,40.24,Low,0,0,0.97
146,Weekend,0,3.79,6.24,1,4,0,6.73,60.9,1.6,0.26,1.03,5.67,4.04,0,1.27,4.49,-3.86,6.35,0,15.66,4551.26,83.32,60.93,41.32,Low,0,0,0
146,Weekend,0,4.95,7.58,0,2,0,9.12,71.5,1.5,0,0.4,75.8,4.95,0,-1.12,3.54,-6.1,0,0,14.16,4790.5,72.6,57.43,38.84,Low,0,0,0
146,Weekend,0,5.7,9.06,2,1,0,8.31,59.2,1.56,0.34,0.17,4.31,6.2,0,-0.31,0.25,-3.4,0,0,10.21,3670.4,51.52,66.62,45.34,Low,0,0,0
146,Weekend,0,3.24,6.69,0,5,0,6.21,63.1,2,0,1.5,66.9,3.24,0,1.79,4.52,-2.62,8.95,0,18.89,4947.04,93.62,64.57,43.89,Low,0,0,0
146,Weekend,0,3.56,7.36,2,2,0,8.47,57.4,2.01,0.55,0.55,3.5,4.06,0,-0.47,3.11,-5.35,0,0,15.68,4377.71,73.29,68.05,46.35,Low,0,0,0
147,Weekday,1,10.11,11.93,3,3,0,7.9,81,1.17,0.29,0.29,3.85,10.86,1,0.1,-1.03,0.08,1.3,0,7.93,2640.6,54.81,19.03,11.69,Low,0,0,0
147,Weekend,0,3,5.09,3,4,1,7.82,87.1,1.64,0.97,1.29,1.64,4.75,0,0.18,6.73,-6.64,0.9,0,28.1,6968,74.65,17.32,10.48,Low,0,0,0.3
147,Weekend,0,3,6.43,1,4,1,5.54,92.6,2.07,0.32,1.29,5.85,4.25,0,2.46,3.11,-1.88,12.3,0,29.87,7408,57.55,16.21,9.69,Low,0,0,0.3
147,Weekday,1,8.2,12.14,4,5,0,9.96,95.5,1.46,0.48,0.6,2.96,9.2,1,-1.96,2.82,-2.8,0,0,11.51,4329.33,100,17.79,10.81,Low,0,0,0
147,Weekend,0,3.52,6.88,0,2,0,7.54,83.5,1.9,0,0.55,68.8,3.52,0,0.46,2.66,-4.43,2.3,0,23.07,6390.53,66.47,22.67,14.26,Low,0,0,0
147,Weekday,1,7.79,10.84,4,4,1,6.86,85.7,1.37,0.51,0.51,2.64,9.79,1,1.14,0.02,0.55,11.2,0,10.86,4119.31,48.29,25.95,16.58,Low,0,0,0.78
147,Weekend,0,5.32,7.26,1,3,0,6.21,83.8,1.34,0.18,0.55,6.6,5.57,0,1.79,1.95,-2.05,8.95,0,15.46,5407.89,61.3,28.06,18.07,Low,0,0,0
147,Weekend,0,3.88,7.11,1,5,1,7.31,85.5,1.79,0.25,1.26,6.46,5.13,0,0.69,5.2,-3.85,3.45,0,21.48,6338.4,79.3,28.2,18.17,Low,0,0,0.39
147,Weekday,1,6.47,9.31,1,4,1,6.63,71.8,1.42,0.15,0.61,8.46,7.72,0,1.37,1.32,-0.63,6.85,0,10.93,4083.03,51.84,36.28,23.89,Low,0,0,0.65
147,Weekend,0,3.35,6.03,1,4,0,5.54,69.6,1.75,0.29,1.16,5.48,3.6,0,2.46,3.51,-2.28,12.3,0,20.17,5405.6,76.15,37.52,24.76,Low,0,0,0
148,Weekday,1,8.82,11.87,3,4,0,6.38,91.2,1.33,0.34,0.45,3.83,9.57,1,1.62,-1.49,2.3,31.1,0,10.22,3757.44,60.57,15.76,9.38,Low,0,0,0
148,Weekend,0,5.64,8.85,0,2,0,6.61,87.8,1.54,0,0.35,88.5,5.64,0,1.39,-0.24,-1.07,6.95,0,15.3,5478.72,51.02,18.25,11.14,Low,0,0,0
148,Weekday,1,7.6,10.51,4,1,0,6.02,90.1,1.36,0.52,0.13,2.56,8.6,1,1.98,-3.49,1.48,24.7,0,11.7,4444.93,26.75,20.38,12.64,Low,0,0,0
148,Weekend,0,5.44,8.92,1,4,1,7.83,72.9,1.61,0.18,0.72,8.11,6.69,0,0.17,2.91,-2.83,0.85,0,13.16,4646.16,64.96,28.62,18.47,Low,0,0,0.54
148,Weekday,1,9.46,11.46,5,5,1,6.03,71,1.2,0.52,0.52,2.25,11.71,1,1.97,-0.43,2.42,34,0,7.43,2622.27,47.38,33.26,21.75,Low,0,0,0.95
148,Weekday,1,8.25,10.01,3,1,0,6.1,76.3,1.2,0.36,0.12,3.23,9,1,1.9,-2.91,0.86,18.1,0,9.14,3433.5,24.75,34.08,22.33,Low,0,0,0
